,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,popularity,explicit,id,name,artists,available_markets,collab
1989-11-07,0.629,0.0192,4,4,1,0.0833,0.9890000000000001,4.3e-05,0.106,0.335,8,3,0.53,0,61K6lqGyrl2Aerk0LjAZem,Rollin' Stone,Muddy Waters,1.0,1
1989-11-07,0.665,0.273,2,5,1,0.0509,0.968,0.0104,0.0794,0.6920000000000001,5,3,0.43,0,7FDFtgdyzlBN0tUo3boGZe,I Can't Be Satisfied,Muddy Waters,1.0,1
1989-11-07,0.499,0.18899999999999997,5,4,1,0.0468,0.8170000000000001,3.79e-05,0.213,0.56,9,3,0.43,0,21SJZoN35oJCD2MS6PRgvd,Long Distance Call,Muddy Waters,1.0,1
1989-11-07,0.517,0.795,4,5,1,0.0594,0.585,0.00375,0.226,0.875,6,3,0.45,0,18n0zch7bRo453Iwq98xYf,Got My Mojo Working,Muddy Waters,1.0,1
1989-11-07,0.705,0.247,2,4,1,0.131,0.83,0.0,0.0683,0.858,4,3,0.45,0,1YM0WEEhit7WL15fkLkwMI,(I'm Your) Hoochie Coochie Man,Muddy Waters,1.0,1
1990-04-10,0.797,0.5820000000000001,2,5,1,0.255,0.00484,2.04e-06,0.517,0.415,5,5,0.57,0,1yo16b3u0lptm6Cs7lx4AD,Fight The Power,Public Enemy,0.8,1
1990-04-10,0.753,0.779,7,5,1,0.251,0.0933,0.0,0.236,0.62,6,5,0.46,0,2HlKSufhcnPDZAS1S7jLg6,Welcome To The Terrordome,Public Enemy,0.8,1
1990-06-20,0.7509999999999999,0.7559999999999999,0,5,1,0.0361,0.0013,0.00368,0.053,0.775,6,5,0.38,0,2J1IYUHS1XXyd2NepfTlco,"Living in America - From ""Rocky IV"" Soundtrack",James Brown,0.2,1
1990-07-26,0.847,0.322,1,5,1,0.0546,0.239,0.0,0.0778,0.946,6,3,0.45,0,4HEmPMRG1Mz4pYEpYbWTO0,You Can't Judge A Book By It's Cover,Bo Diddley,1.0,1
1990-09-24,0.501,0.889,4,5,1,0.0364,0.000147,0.0114,0.217,0.257,7,5,0.82,0,57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,1.0,1
1990-11-08,0.742,0.863,5,5,1,0.038,0.177,5.59e-06,0.0699,0.7759999999999999,7,5,0.7,0,5pKJtX4wBeby9qIfFhyOJj,Don't Go Breaking My Heart,Elton John,1.0,1
1990-11-08,0.742,0.863,5,5,1,0.038,0.177,5.59e-06,0.0699,0.7759999999999999,7,5,0.7,0,5pKJtX4wBeby9qIfFhyOJj,Don't Go Breaking My Heart,Kiki Dee,1.0,1
1991,0.835,0.6920000000000001,10,5,0,0.114,0.248,0.000161,0.295,0.8290000000000001,5,5,0.53,0,7tMCIOFe99cWEYr21wfsDp,Get Up (I Feel Like Being A) Sex Machine - Pt. 1 & 2,James Brown,0.0,1
1991,0.6829999999999999,0.265,0,5,1,0.0293,0.933,0.0,0.71,0.647,5,2,0.57,0,31usEzDUXeGWAheRaCeEaD,Try Me,James Brown,0.0,1
1991,0.746,0.7020000000000001,4,5,1,0.0766,0.493,0.0398,0.0964,0.889,6,2,0.54,0,6v4gV9s0pnwKbmF1yk5knO,Papa's Got A Brand New Bag,James Brown,0.0,1
1991-01-01,0.6809999999999999,0.83,0,5,1,0.0271,0.0149,0.0037600000000000003,0.214,0.8170000000000001,5,4,0.71,0,2W2ieVidLIx9TDvxu0ZT6F,The Best - Edit,Tina Turner,1.0,1
1991-01-01,0.491,0.414,8,5,1,0.0298,0.0441,0.0,0.134,0.21100000000000002,4,4,0.42,0,6T5BiI7DJFguauEkCsZsEg,When You Tell Me That You Love Me,Diana Ross,0.0,1
1991-03-12,0.6659999999999999,0.855,9,5,0,0.0295,0.179,1.2e-06,0.0987,0.8029999999999999,6,4,0.81,0,31AOj9sFz2gM0O3hMARRBx,Losing My Religion,R.E.M.,1.0,1
1991-03-12,0.452,0.909,9,6,1,0.0366,0.0313,0.0603,0.23,0.805,6,4,0.71,0,1v2zyAJrChw5JnfafSkwkJ,Shiny Happy People,R.E.M.,1.0,1
1991-05-13,0.471,0.19,7,4,1,0.028,0.77,0.00385,0.129,0.305,4,2,0.53,0,0Tjdbd83LEAWrA0atsXMDJ,Let It Be Me,The Everly Brothers,1.0,1
1991-05-28,0.7090000000000001,0.8740000000000001,7,6,1,0.193,0.0114,0.0,0.213,0.8320000000000001,4,4,0.62,1,6phmKeRhJUsiSBJgMkgjg8,Alwayz Into Somethin',N.W.A.,1.0,1
1991-08-12,0.632,0.845,7,5,1,0.0333,0.000773,0.00152,0.0618,0.433,4,5,0.64,0,1Ug98CRiQYu7wiSym4uLY4,Sad But True,Metallica,0.0,1
1991-08-12,0.5579999999999999,0.364,4,5,0,0.0265,0.0505,5.02e-06,0.0753,0.17,7,6,0.7,0,10igKaIKsSB6ZnWxPxPvKO,Nothing Else Matters,Metallica,0.0,1
1991-08-12,0.579,0.8240000000000001,6,5,0,0.03,0.00206,0.00903,0.059,0.635,6,6,0.74,0,5BIMPccDwShpXq784RJlJp,Enter Sandman,Metallica,0.0,1
1991-08-12,0.539,0.597,7,5,1,0.0258,0.0108,0.005520000000000001,0.134,0.251,7,6,0.65,0,2lF8jQFhIjpmQa501sYXxR,The Unforgiven,Metallica,0.0,1
1991-08-31,0.556,0.38799999999999996,4,5,1,0.0291,0.303,1.02e-06,0.0468,0.284,7,4,0.56,0,0i1XtQ6hOET96dz5oG45zl,Copperline,James Taylor,1.0,1
1991-09-17,0.496,0.7390000000000001,6,5,1,0.0415,0.0211,0.00444,0.106,0.378,7,6,0.77,0,4JiEyzf0Md7KEFFGWDDdCr,Knockin' On Heaven's Door,"""Guns N Roses""",1.0,1
1991-09-17,0.294,0.6409999999999999,11,5,1,0.0291,0.0163,0.22,0.112,0.226,4,9,0.8,0,3YRCqOhFifThpSRFJ1VWFM,November Rain,"""Guns N Roses""",0.8,1
1991-09-17,0.456,0.59,11,5,1,0.0327,0.00182,0.00379,0.104,0.243,6,5,0.75,0,2N2yrmodOnVF10mKvItC9P,Don't Cry (Original),"""Guns N Roses""",0.8,1
1991-09-17,0.262,0.777,11,5,1,0.0632,0.0109,0.113,0.12,0.264,8,3,0.69,0,0rFWuqFgHAfuzE8uSB9TWR,Live And Let Die,"""Guns N Roses""",0.8,1
1991-09-17,0.336,0.787,10,5,0,0.0732,0.0793,0.0648,0.32,0.383,7,8,0.68,0,6i4Qi1mJxXjqNIL9HfJhRs,Civil War,"""Guns N Roses""",1.0,1
1991-09-17,0.35,0.985,10,5,0,0.122,0.008759999999999999,0.551,0.36,0.32299999999999995,8,6,0.68,0,0dlTGl67UFWcKupzkxZYOn,You Could Be Mine,"""Guns N Roses""",1.0,1
1991-09-26,0.5,0.8240000000000001,4,5,0,0.0388,0.00016,0.00161,0.0916,0.539,6,4,0.72,0,4P5KoWXOxwuobLmHXLMobV,Come As You Are,Nirvana,0.0,1
1991-09-26,0.6779999999999999,0.6559999999999999,7,5,1,0.0381,0.0017399999999999998,0.0,0.0631,0.485,6,4,0.69,0,2YodwKJnbPyNKe8XXSE9V7,Lithium,Nirvana,0.0,1
1991-09-26,0.436,0.8759999999999999,10,6,0,0.0647,3.33e-05,0.000104,0.205,0.512,8,4,0.65,0,30HCB1FoE77IfGRyNv4eFq,In Bloom - Nevermind Version,Nirvana,0.0,1
1991-09-26,0.502,0.912,1,6,1,0.0564,2.55e-05,0.000173,0.106,0.72,6,5,0.75,0,5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,Nirvana,0.0,1
1991-10-01,0.802,0.872,11,5,1,0.139,0.00196,0.0,0.132,0.607,5,5,0.44,0,5r5uZvXHbE4X6CdhnSATtX,Can't Truss It,Public Enemy,1.0,1
1991-10-01,0.693,0.906,11,5,0,0.294,0.00805,0.0,0.201,0.6990000000000001,9,5,0.44,0,5Zm9vkQ65RowiZEMAJzNV9,Shut Em Down,Public Enemy,1.0,1
1991-11-13,0.831,0.9209999999999999,5,6,0,0.0581,0.153,0.00213,0.305,0.794,5,4,0.7,0,4jnFqNWeJCeCRHc4HCdxfd,Remember the Time,Michael Jackson,1.0,1
1991-11-13,0.534,0.485,9,5,1,0.0467,0.537,1.79e-06,0.10400000000000001,0.102,4,6,0.71,0,7woW97CfcWaKtuC6W5BP2K,Heal the World,Michael Jackson,1.0,1
1991-11-18,0.392,0.534,0,5,1,0.0369,0.245,0.00104,0.155,0.325,9,5,0.77,0,3G69vJMWsX6ZohTykad2AU,One,U2,1.0,1
1992-01-01,0.555,0.5579999999999999,11,5,0,0.0439,0.48200000000000004,0.0,0.325,0.662,4,3,0.27,0,4aLuwP7EJ9A4ilsE7hwREr,Salt Pork West Virginia,Louis Jordan,0.0,1
1992-01-01,0.46399999999999997,0.924,2,5,0,0.113,0.695,0.0,0.11199999999999999,0.741,9,2,0.26,0,7h5vX0dpOU8SZQYcYnsEAh,Choo Choo Ch'Boogie,Louis Jordan,0.0,1
1992-01-01,0.721,0.26899999999999996,10,5,0,0.0772,0.35200000000000004,0.0,0.142,0.5820000000000001,6,3,0.36,0,0IzMBujKJ24egd9HIK3OhG,Is You Is Or Is You Ain't (My Baby),Louis Jordan,0.0,1
1992-01-01,0.516,0.989,7,5,1,0.0754,0.000407,0.355,0.6970000000000001,0.149,7,4,0.52,1,0XfNjyJcb7d2ZAscVM4K7J,Wish,Nine Inch Nails,1.0,1
1992-01-01,0.52,0.9620000000000001,1,5,0,0.0365,0.0041600000000000005,0.000266,0.0961,0.69,7,4,0.39,0,5fRjEdFAmmZoJFCWLCp6a8,Poison Heart,Ramones,0.0,1
1992-01-10,0.498,0.242,9,5,1,0.0257,0.835,0.536,0.133,0.312,8,5,0.59,0,1kgdslQYmeTR4thk9whoRw,Tears in Heaven,Eric Clapton,1.0,1
1992-06-16,0.8079999999999999,0.321,3,4,1,0.0437,0.0845,0.232,0.111,0.86,5,2,0.38,0,4lkwEgSppKli27thHdeRgc,Hip Hug-Her,"""Booker T. & the M.G.s""",1.0,1
1992-06-16,0.62,0.246,2,4,0,0.031,0.0263,0.642,0.224,0.405,6,3,0.42,0,3S80BeZOHtVw59qop6i4bv,Sunny,"""Booker T. & the M.G.s""",1.0,1
1992-08-25,0.695,0.336,9,5,1,0.0313,0.8,0.00264,0.701,0.422,4,5,0.73,0,612VcBshQcy4mpB2utGc3H,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,1.0,1
1992-08-25,0.5579999999999999,0.524,2,5,0,0.0459,0.321,0.000952,0.94,0.636,5,5,0.7,0,3BEZCNZSmVv30vsMNSOCri,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,1.0,1
1992-10-05,0.667,0.6990000000000001,7,5,1,0.026000000000000002,0.42,0.000442,0.201,0.655,6,5,0.68,0,4jLv3tDBu8ww2R07DvL12s,Man On The Moon,R.E.M.,1.0,1
1992-10-05,0.5660000000000001,0.385,7,5,1,0.0304,0.7959999999999999,7.63e-06,0.10300000000000001,0.5710000000000001,6,4,0.64,0,6G0NzOx2jEPFsSmhr9N8Ys,Nightswimming,R.E.M.,1.0,1
1992-10-05,0.467,0.4320000000000001,7,5,1,0.0283,0.175,0.001,0.226,0.23800000000000002,7,5,0.63,0,3geRffSf6eAruhg23RkpKV,Drive,R.E.M.,1.0,1
1992-10-05,0.467,0.324,2,5,1,0.0255,0.615,0.0248,0.11800000000000001,0.166,5,5,0.75,0,6PypGyiu0Y2lCDBN1XZEnP,Everybody Hurts,R.E.M.,1.0,1
1992-10-05,0.423,0.442,2,5,1,0.0268,0.22,0.0,0.139,0.29600000000000004,7,4,0.59,0,1e3Q7gE5TRUklXOlZFKIrv,Find The River,R.E.M.,1.0,1
1992-11-02,0.648,0.309,2,5,1,0.0264,0.526,0.00024900000000000004,0.124,0.40700000000000003,6,5,0.71,0,5l9c6bJmzvftumhz4TMPgk,Harvest Moon,Neil Young,1.0,1
1992-12-15,0.8009999999999999,0.6990000000000001,11,5,0,0.27899999999999997,0.00579,0.0,0.146,0.655,5,4,0.64,1,4YtoipFgf4k0AfD17ZfD5X,"Nuthin' But A ""G"" Thang",Dr. Dre,1.0,1
1992-12-15,0.8009999999999999,0.6990000000000001,11,5,0,0.27899999999999997,0.00579,0.0,0.146,0.655,5,4,0.64,1,4YtoipFgf4k0AfD17ZfD5X,"Nuthin' But A ""G"" Thang",Snoop Dogg,1.0,1
1992-12-15,0.75,0.705,7,5,1,0.157,0.08800000000000001,0.0,0.535,0.595,5,5,0.61,1,04fX3oTJm5Zucg3Uf9aix0,Fuck Wit Dre Day (And Everybody's Celebratin'),Dr. Dre,1.0,1
1993,0.397,0.499,2,5,1,0.0685,0.0766,1.55e-06,0.111,0.3670000000000001,9,5,0.67,0,6gJdDnF2TzfA1WPMXuCa3x,Proud Mary,Tina Turner,1.0,1
1993-01-01,0.445,0.856,9,6,1,0.0327,0.000202,0.0101,0.3670000000000001,0.486,5,5,0.71,0,0NJC0FDCODpPUntRTTQq97,Cryin',Aerosmith,1.0,1
1993-01-01,0.28300000000000003,0.5820000000000001,2,5,0,0.031,0.6509999999999999,1.23e-06,0.201,0.653,8,2,0.42,0,3YOJj1WxUndJ5XZQC5T4Ib,I Want You 'Round,Smokey Robinson,1.0,1
1993-01-01,0.28300000000000003,0.5820000000000001,2,5,0,0.031,0.6509999999999999,1.23e-06,0.201,0.653,8,2,0.42,0,3YOJj1WxUndJ5XZQC5T4Ib,I Want You 'Round,Mary Wells,1.0,1
1993-01-01,0.308,0.747,0,5,1,0.037000000000000005,0.0645,8.27e-05,0.431,0.278,7,6,0.67,0,6beFuzSjwhOKFZp2aqYDdY,Amazing,Aerosmith,1.0,1
1993-01-01,0.37,0.866,6,6,0,0.0384,0.0868,0.0,0.13699999999999998,0.4270000000000001,8,5,0.74,0,74irxdVWstNlEQjsvArITq,Crazy,Aerosmith,1.0,1
1993-02-16,0.846,0.416,10,5,0,0.118,0.156,9.34e-06,0.238,0.645,5,4,0.69,1,4voEoczU7Ijborps9XF1n3,I Get Around,2Pac,0.8,1
1993-02-16,0.846,0.416,10,5,0,0.118,0.156,9.34e-06,0.238,0.645,5,4,0.69,1,4voEoczU7Ijborps9XF1n3,I Get Around,Digital Underground,0.8,1
1993-02-16,0.598,0.732,4,5,1,0.425,0.14400000000000002,0.0,0.508,0.595,9,4,0.68,1,0XRbYXQUymj9SJkrr8YK5B,Keep Ya Head Up,2Pac,0.8,1
1993-02-22,0.515,0.43,7,5,1,0.0369,0.0102,0.00014099999999999998,0.129,0.10400000000000001,5,4,0.82,1,6b2oQwSGFkzsMtQruIWm2p,Creep,Radiohead,1.0,1
1993-05-04,0.7859999999999999,0.637,1,5,1,0.205,0.07,1.31e-05,0.415,0.762,5,5,0.45,0,2oSPru8bef0EMhF9tvMSLn,Down With the King,Run–D.M.C.,1.0,1
1993-09-21,0.256,0.6409999999999999,1,5,1,0.0552,0.199,0.0329,0.0853,0.382,10,5,0.75,0,11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,Nirvana,0.8,1
1993-09-21,0.446,0.632,1,5,1,0.034,0.0793,0.000266,0.0881,0.359,6,4,0.68,0,1Ic9pKxGSJGM0LKeqf6lGe,All Apologies,Nirvana,1.0,1
1993-09-30,0.772,0.43,9,5,0,0.0464,0.067,0.889,0.104,0.959,7,3,0.53,0,3XOVanRi3prWDEZQiZTlYx,Time Is Tight,"""Booker T. & the M.G.s""",1.0,1
1993-11-02,0.648,0.525,9,5,1,0.0241,0.466,1.5e-06,0.165,0.7240000000000001,5,5,0.64,0,4JwjzS9WFkWlpzGCwh82fn,Atlantic City,The Band,0.0,1
1994-01-01,0.541,0.618,1,5,0,0.179,0.277,4.02e-05,0.413,0.68,7,3,0.66,0,4UJmPSJsBsIR1U0N79BU1g,Lake Of Fire,Nirvana,1.0,1
1994-01-01,0.49,0.158,9,4,1,0.04,0.773,0.0227,0.121,0.0826,4,6,0.58,0,1lo9k4PrxFd5Np4cAxXoKo,Hurt,Nine Inch Nails,0.0,1
1994-01-01,0.547,0.7140000000000001,10,5,0,0.044,0.000242,0.636,0.122,0.541,4,6,0.65,1,2oDqmfa2g8W893LlwJG1qu,Closer,Nine Inch Nails,0.0,1
1994-01-01,0.573,0.59,3,5,1,0.0557,0.667,0.000397,0.691,0.364,5,5,0.68,0,551qy5vUgrUfEUc4dCNfht,Where Did You Sleep Last Night,Nirvana,1.0,1
1994-01-01,0.483,0.753,1,5,0,0.0832,0.425,0.00014199999999999998,0.257,0.42,6,4,0.73,0,15VRO9CQwMpbqUYA7e6Hwg,The Man Who Sold The World,Nirvana,1.0,1
1994-02-22,0.741,0.8290000000000001,5,5,1,0.0554,0.0637,0.0,0.048,0.818,7,3,0.49,0,1b833AsiKCEhLLxmdQu9Hw,Love Machine - Pt. 1,The Miracles,1.0,1
1994-05-03,0.47600000000000003,0.556,10,5,1,0.0274,0.125,0.0117,0.0898,0.5589999999999999,7,7,0.6,0,7a014uMHF3nlqzXCxV551C,Soulshine,The Allman Brothers Band,1.0,1
1994-05-23,0.6920000000000001,0.799,1,5,1,0.16399999999999998,0.38799999999999996,0.0,0.301,0.5489999999999999,5,3,0.57,1,21REQ1bCUWphT2QK3bLWYQ,Sure Shot,Beastie Boys,1.0,1
1994-05-23,0.324,0.938,6,5,0,0.102,0.032,0.0321,0.0961,0.5429999999999999,8,3,0.72,1,0Puj4YlTm6xNzDDADXHMI9,Sabotage,Beastie Boys,1.0,1
1994-10-21,0.613,0.716,2,5,1,0.0261,0.0836,0.000381,0.105,0.507,6,3,0.54,0,20dt11ZTAtjsfcNJLP9u30,Time To Move On,Tom Petty,1.0,1
1994-10-21,0.479,0.89,10,6,1,0.0374,0.000605,0.00034500000000000004,0.0932,0.795,8,3,0.59,0,0YkbYk24ODhuewb79zZZzM,You Wreck Me,Tom Petty,1.0,1
1994-10-21,0.765,0.502,9,5,1,0.0321,0.119,0.0011,0.171,0.836,7,5,0.66,0,7MooGz4ZPE4bNxjFegR6Jx,You Don't Know How It Feels,Tom Petty,1.0,1
1994-10-21,0.537,0.315,5,5,1,0.0271,0.588,2.29e-05,0.206,0.575,4,3,0.7,0,2Pr1nZpt8A8WP7QYpyq6L3,Wildflowers,Tom Petty,1.0,1
1994-10-21,0.523,0.622,2,5,1,0.0245,0.0143,0.0065,0.297,0.446,7,5,0.52,0,1c0flvMImhKMuiZIc0VzEb,It's Good To Be King,Tom Petty,1.0,1
1994-10-21,0.615,0.495,2,5,0,0.0291,0.056,0.000801,0.11,0.248,6,5,0.5,0,1JenqZNMU6unIwVWmoP3J0,Crawling Back To You,Tom Petty,1.0,1
1995-01-01,0.608,0.95,0,5,1,0.034,0.578,0.00487,0.304,0.966,5,2,0.36,0,6GwVGtyYrCovK00Tj68mkx,Wild One,Jerry Lee Lewis,1.0,1
1995-01-01,0.773,0.54,6,5,1,0.103,0.371,0.0,0.131,0.322,4,5,0.72,1,6tDxrq4FxEL2q15y37tXT9,Dear Mama,2Pac,0.8,1
1995-02-27,0.741,0.29,5,5,1,0.0302,0.294,0.118,0.0924,0.443,5,3,0.72,0,3fbnbn6A5O5RNb08tlUEgd,Streets of Philadelphia - Single Edit,Bruce Springsteen,1.0,1
1995-03-28,0.418,0.38299999999999995,4,5,1,0.0257,0.0718,0.0177,0.0896,0.35200000000000004,4,4,0.73,0,5jafMI8FLibnjkYTZ33m0c,High And Dry,Radiohead,1.0,1
1995-03-28,0.45399999999999996,0.22899999999999998,2,5,1,0.0297,0.16699999999999998,0.102,0.20199999999999999,0.134,4,5,0.71,0,045sp2JToyTaaKyXkGejPy,Fake Plastic Trees,Radiohead,1.0,1
1995-04-11,0.672,0.777,9,6,0,0.0956,0.0379,0.00141,0.159,0.23800000000000002,5,5,0.6,1,7jIujRjK5JKNrMCcAvYUTN,Keep Their Heads Ringin',Dr. Dre,1.0,1
1995-06,0.66,0.541,0,5,0,0.0576,0.6579999999999999,0.00127,0.0928,0.693,5,3,0.68,0,3xINh6YqkLfucEtjoa4x7D,Days Like This,Van Morrison,1.0,1
1997-01-01,0.8740000000000001,0.63,1,6,1,0.298,0.0578,0.00479,0.0582,0.7170000000000001,5,5,0.72,1,4AE7Lj39VnSZNOmGH2iZaq,Do For Love,2Pac,0.8,1
1997-01-01,0.7979999999999999,0.898,0,5,1,0.0472,0.0592,0.00010700000000000001,0.375,0.89,6,4,0.51,0,3WuFR7U2ZgLXaHYjaMJjtu,Treat Her Like A Lady,The Temptations,0.0,1
1997-01-01,0.7559999999999999,0.634,2,5,0,0.311,0.34600000000000003,0.00981,0.0415,0.9279999999999999,7,3,0.46,0,39ZC8fZuLGJfpoaTST7vw3,Can't Stand Losing You,The Police,0.0,1
1997-01-07,0.772,0.368,3,5,0,0.0496,0.632,0.007140000000000001,0.121,0.564,7,5,0.51,0,0zBNc7XcWXNHxeszwFsKiL,Here but I'm Gone,Curtis Mayfield,1.0,1
1997-02-18,0.627,0.883,5,5,0,0.0947,0.0207,0.00346,0.32299999999999995,0.252,7,5,0.56,0,14tKBoKXxGakkoEmYuFfor,The Perfect Drug,Nine Inch Nails,1.0,1
1997-05-28,0.255,0.39299999999999996,5,5,1,0.0278,0.0577,0.00361,0.113,0.11800000000000001,4,4,0.72,0,1bSpwPhAxZwlR2enJJsv7U,No Surprises,Radiohead,1.0,1
1997-05-28,0.252,0.8490000000000001,5,5,1,0.0581,0.0377,0.00592,0.0545,0.19399999999999998,8,6,0.67,0,2nTsKOXIVGDf2iPeVQO2Gm,Paranoid Android,Radiohead,1.0,1
1997-05-28,0.36,0.505,7,5,1,0.026000000000000002,0.0626,9.22e-05,0.172,0.317,4,4,0.75,0,3SVAN3BRByDmHOhKyIDxfC,Karma Police,Radiohead,1.0,1
1997-05-28,0.293,0.276,7,5,1,0.0351,0.22899999999999998,0.11900000000000001,0.16699999999999998,0.196,6,4,0.66,0,4Na0siMtWOW9pJoWJ1Ponv,Exit Music (For a Film),Radiohead,1.0,1
1998-01-01,0.6609999999999999,0.653,8,6,1,0.0305,0.08800000000000001,9.8e-06,0.112,0.8140000000000001,6,3,0.16,0,4Ig4vq3GJwqH6iME0OZnkM,You've Been In Love Too Long - Single Version,Martha Reeves & The Vandellas,1.0,1
1998-01-01,0.608,0.25,3,4,1,0.037000000000000005,0.343,0.787,0.174,0.552,4,4,0.39,0,1VQafOMVQSAngQwX8qe0FS,Sunday Sermon,"""Booker T. & the M.G.s""",0.0,1
1998-01-01,0.865,0.665,7,5,1,0.073,0.0453,0.0,0.224,0.331,6,4,0.63,1,1ofhfV90EnYhEr7Un2fWiv,Changes,2Pac,0.0,1
1998-01-01,0.865,0.665,7,5,1,0.073,0.0453,0.0,0.224,0.331,6,4,0.63,1,1ofhfV90EnYhEr7Un2fWiv,Changes,Talent,0.0,1
1998-01-01,0.763,0.85,7,6,1,0.0417,0.0304,1.21e-06,0.371,0.7609999999999999,5,5,0.64,1,3ia3dJETSOllPsv3LJkE35,California Love - Original Version,2Pac,0.0,1
1998-01-01,0.763,0.85,7,6,1,0.0417,0.0304,1.21e-06,0.371,0.7609999999999999,5,5,0.64,1,3ia3dJETSOllPsv3LJkE35,California Love - Original Version,Roger,0.0,1
1998-01-01,0.763,0.85,7,6,1,0.0417,0.0304,1.21e-06,0.371,0.7609999999999999,5,5,0.64,1,3ia3dJETSOllPsv3LJkE35,California Love - Original Version,Dr. Dre,0.0,1
1998-04-28,0.825,0.639,4,5,1,0.189,0.0736,0.0224,0.0612,0.866,5,5,0.53,1,48zajk3g8P3BMT7F9BbDoD,He Got Game,Public Enemy,1.0,1
1998-04-28,0.825,0.639,4,5,1,0.189,0.0736,0.0224,0.0612,0.866,5,5,0.53,1,48zajk3g8P3BMT7F9BbDoD,He Got Game,Stephen Stills,1.0,1
1998-07-14,0.7340000000000001,0.8640000000000001,2,5,1,0.303,0.022000000000000002,9.94e-06,0.24600000000000002,0.47,5,4,0.68,0,5fpizYGbi5IQoEraj6FP0R,Intergalactic - Remastered,Beastie Boys,1.0,1
1998-08-18,0.39,0.649,2,5,1,0.0345,0.172,0.0,0.21600000000000005,0.14400000000000002,6,5,0.75,0,6lEuFGrUqR9Yc6hSsHPnYP,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,1.0,1
1998-09-22,0.785,0.365,7,5,1,0.0377,0.8009999999999999,0.0,0.0662,0.9129999999999999,7,3,0.55,0,0F76EzCOmno4KJviO7iGNq,"Hey, Good Lookin'",Hank Williams,1.0,1
1998-09-22,0.785,0.365,7,5,1,0.0377,0.8009999999999999,0.0,0.0662,0.9129999999999999,7,3,0.55,0,0F76EzCOmno4KJviO7iGNq,"Hey, Good Lookin'",Drifting Cowboys,1.0,1
1998-09-22,0.672,0.243,0,5,1,0.0281,0.774,1.7899999999999998e-05,0.08199999999999999,0.6890000000000001,6,3,0.5,0,13Oi7vfd9mrujcEmGAYAPe,Your Cheatin' Heart,Hank Williams,1.0,1
1998-09-22,0.672,0.243,0,5,1,0.0281,0.774,1.7899999999999998e-05,0.08199999999999999,0.6890000000000001,6,3,0.5,0,13Oi7vfd9mrujcEmGAYAPe,Your Cheatin' Heart,Drifting Cowboys,1.0,1
1998-09-22,0.526,0.29100000000000004,7,5,1,0.0346,0.706,0.0,0.0651,0.8859999999999999,8,3,0.53,0,2KJOfVTxWkbtRMGByeEQ7V,Jambalaya (On The Bayou),Hank Williams,1.0,1
1998-09-22,0.7390000000000001,0.304,0,5,1,0.0454,0.825,1.15e-06,0.18,0.95,8,3,0.48,0,2OTGmFUoJDx8scC8PO87V0,Settin' The Woods On Fire,Hank Williams,1.0,1
1998-09-22,0.574,0.16399999999999998,2,5,1,0.0366,0.898,0.0,0.16699999999999998,0.522,6,3,0.45,0,7JKQQgFNw5RXiJBuLf7dXe,"Cold, Cold Heart",Hank Williams,1.0,1
1998-09-28,0.5429999999999999,0.309,10,5,1,0.0281,0.23600000000000002,4.78e-06,0.35700000000000004,0.23800000000000002,4,5,0.43,0,7zA1QdWBKhVbXKTDZX3VOn,This House Is Empty Now,Elvis Costello,1.0,1
1998-09-28,0.5429999999999999,0.309,10,5,1,0.0281,0.23600000000000002,4.78e-06,0.35700000000000004,0.23800000000000002,4,5,0.43,0,7zA1QdWBKhVbXKTDZX3VOn,This House Is Empty Now,Burt Bacharach,1.0,1
1998-09-28,0.735,0.304,2,5,1,0.0276,0.28,1.14e-06,0.0648,0.41700000000000004,5,5,0.43,0,64PY5B3h9mqHjyyJ9B6U2l,Toledo,Elvis Costello,1.0,1
1998-09-28,0.735,0.304,2,5,1,0.0276,0.28,1.14e-06,0.0648,0.41700000000000004,5,5,0.43,0,64PY5B3h9mqHjyyJ9B6U2l,Toledo,Burt Bacharach,1.0,1
1998-11-09,0.7170000000000001,0.8370000000000001,4,5,1,0.0456,0.264,0.0,0.235,0.68,5,4,0.59,0,2XgDgIsVUOt9Lov5G4Wruy,I Knew You Were Waiting (For Me),George Michael,1.0,1
1998-11-09,0.7170000000000001,0.8370000000000001,4,5,1,0.0456,0.264,0.0,0.235,0.68,5,4,0.59,0,2XgDgIsVUOt9Lov5G4Wruy,I Knew You Were Waiting (For Me),Aretha Franklin,1.0,1
1998-11-24,0.511,0.972,10,6,1,0.0413,5.36e-06,0.00101,0.19,0.532,7,5,0.62,0,3ZpWy5rBZv2aLQAldnmTsP,Whiskey In The Jar,Metallica,0.0,1
1998-11-29,0.884,0.679,10,5,0,0.282,0.0957,0.00209,0.0289,0.591,4,4,0.67,1,5Tl0HJvynZtKdSUMKbFVVX,Hard Knock Life (Ghetto Anthem),JAY-Z,1.0,1
